,IncidntNum,Category,Descript,DayOfWeek,Date,Time,PdDistrict,Resolution,Address,X,Y,Location,PdId
1486,160084083,VANDALISM,"MALICIOUS MISCHIEF, TIRE SLASHING",Friday,01/29/2016 12:00:00 AM,06:00,BAYVIEW,NONE,1800 Block of KEITH ST,-122.389086056385,37.729629211034,"(37.729629211034, -122.389086056385)",16008408328161
1487,160084099,ASSAULT,AGGRAVATED ASSAULT WITH A DEADLY WEAPON,Friday,01/29/2016 12:00:00 AM,12:05,MISSION,NONE,400 Block of CASTRO ST,-122.435012093789,37.7617677182954,"(37.7617677182954, -122.435012093789)",16008409904013
1488,160098379,WARRANTS,ENROUTE TO OUTSIDE JURISDICTION,Wednesday,02/03/2016 12:00:00 AM,00:49,SOUTHERN,"ARREST, BOOKED",MISSION ST / 6TH ST,-122.408710606663,37.7809706722053,"(37.7809706722053, -122.408710606663)",16009837962050
1489,160098482,ASSAULT,AGGRAVATED ASSAULT WITH A KNIFE,Wednesday,02/03/2016 12:00:00 AM,03:29,BAYVIEW,"ARREST, BOOKED",0 Block of TURNER TR,-122.395106891925,37.7566305834521,"(37.7566305834521, -122.395106891925)",16009848204012
1490,160098482,WARRANTS,ENROUTE TO OUTSIDE JURISDICTION,Wednesday,02/03/2016 12:00:00 AM,03:29,BAYVIEW,"ARREST, BOOKED",0 Block of TURNER TR,-122.395106891925,37.7566305834521,"(37.7566305834521, -122.395106891925)",16009848262050
1491,160098498,BURGLARY,"BURGLARY, ATTEMPTED FORCIBLE ENTRY",Wednesday,02/03/2016 12:00:00 AM,00:42,BAYVIEW,NONE,300 Block of RHODEISLAND ST,-122.402692008641,37.7654113280146,"(37.7654113280146, -122.402692008641)",16009849805072
1492,160344627,ASSAULT,BATTERY,Wednesday,04/27/2016 12:00:00 AM,13:53,SOUTHERN,NONE,MARKET ST / VANNESS AV,-122.419257894814,37.7751462916539,"(37.7751462916539, -122.419257894814)",16034462704134
1493,160424956,OTHER OFFENSES,"TOBACCO PRODUCTS, SELLING OR FURNISHING TO MINOR",Tuesday,05/24/2016 12:00:00 AM,17:20,RICHMOND,"ARREST, BOOKED",3100 Block of CALIFORNIA ST,-122.446121745552,37.7874025583473,"(37.7874025583473, -122.446121745552)",16042495615031
1494,160424978,ASSAULT,BATTERY,Tuesday,05/24/2016 12:00:00 AM,17:00,SOUTHERN,NONE,600 Block of MARKET ST,-122.401655040432,37.7889048945911,"(37.7889048945911, -122.401655040432)",16042497804134
1495,160424978,NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Tuesday,05/24/2016 12:00:00 AM,17:00,SOUTHERN,NONE,600 Block of MARKET ST,-122.401655040432,37.7889048945911,"(37.7889048945911, -122.401655040432)",16042497864020
1496,160424978,SUSPICIOUS OCC,INVESTIGATIVE DETENTION,Tuesday,05/24/2016 12:00:00 AM,17:00,SOUTHERN,NONE,600 Block of MARKET ST,-122.401655040432,37.7889048945911,"(37.7889048945911, -122.401655040432)",16042497864085
1497,160424984,ASSAULT,BATTERY,Tuesday,05/24/2016 12:00:00 AM,16:15,MISSION,NONE,200 Block of DORLAND ST,-122.429567892224,37.7620293003384,"(37.7620293003384, -122.429567892224)",16042498404134
1498,160028172,NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Monday,01/11/2016 12:00:00 AM,08:42,CENTRAL,NONE,0 Block of DRUMM ST,-122.396556426173,37.7941169057941,"(37.7941169057941, -122.396556426173)",16002817264020
1499,160084889,ASSAULT,BATTERY,Wednesday,01/27/2016 12:00:00 AM,20:00,CENTRAL,NONE,1500 Block of HYDE ST,-122.418272974845,37.7950153661233,"(37.7950153661233, -122.418272974845)",16008488904134
1500,160099606,MISSING PERSON,FOUND PERSON,Friday,01/29/2016 12:00:00 AM,16:00,TARAVAL,NONE,4200 Block of JUDAH ST,-122.507539783548,37.7602981479122,"(37.7602981479122, -122.507539783548)",16009960675000
1501,160099866,SUSPICIOUS OCC,SUSPICIOUS ACT TOWARDS FEMALE,Wednesday,01/27/2016 12:00:00 AM,16:43,CENTRAL,NONE,0 Block of STARK ST,-122.408260016759,37.7973086142326,"(37.7973086142326, -122.408260016759)",16009986664060
1502,160099991,VEHICLE THEFT,STOLEN AUTOMOBILE,Sunday,01/31/2016 12:00:00 AM,09:00,NORTHERN,NONE,GOUGH ST / SUTTER ST,-122.425050227972,37.7871300371832,"(37.7871300371832, -122.425050227972)",16009999107021
1503,160100037,DRUG/NARCOTIC,POSSESSION OF BASE/ROCK COCAINE,Wednesday,02/03/2016 12:00:00 AM,15:24,NORTHERN,"ARREST, BOOKED",EDDY ST / VANNESS AV,-122.420818330445,37.7828946450912,"(37.7828946450912, -122.420818330445)",16010003716621
1504,160100059,LARCENY/THEFT,GRAND THEFT FROM PERSON,Wednesday,02/03/2016 12:00:00 AM,15:45,SOUTHERN,NONE,700 Block of HOWARD ST,-122.401560967513,37.7840888680389,"(37.7840888680389, -122.401560967513)",16010005906153
1505,160100071,LARCENY/THEFT,GRAND THEFT FROM A BUILDING,Wednesday,02/03/2016 12:00:00 AM,15:25,CENTRAL,"ARREST, BOOKED",0 Block of TILLMAN PL,-122.405591699404,37.7893394672828,"(37.7893394672828, -122.405591699404)",16010007106304
1506,160075593,LARCENY/THEFT,ATTEMPTED THEFT FROM UNLOCKED VEHICLE,Tuesday,01/26/2016 12:00:00 AM,20:09,MISSION,NONE,2900 Block of 25TH ST,-122.408512518978,37.7512835732386,"(37.7512835732386, -122.408512518978)",16007559306220
1507,160075606,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Tuesday,01/26/2016 12:00:00 AM,20:08,SOUTHERN,NONE,100 Block of 7TH ST,-122.410718060304,37.7789597633583,"(37.7789597633583, -122.410718060304)",16007560606244
1508,160075612,VEHICLE THEFT,STOLEN TRUCK,Friday,01/22/2016 12:00:00 AM,23:00,INGLESIDE,NONE,100 Block of ALEMANY BL,-122.409215255969,37.7361732498955,"(37.7361732498955, -122.409215255969)",16007561207025
1509,160075612,SUSPICIOUS OCC,INVESTIGATIVE DETENTION,Friday,01/22/2016 12:00:00 AM,23:00,INGLESIDE,NONE,100 Block of ALEMANY BL,-122.409215255969,37.7361732498955,"(37.7361732498955, -122.409215255969)",16007561264085
1510,160075628,LARCENY/THEFT,PETTY THEFT SHOPLIFTING,Tuesday,01/26/2016 12:00:00 AM,18:48,TENDERLOIN,"ARREST, BOOKED",0 Block of OFARRELL ST,-122.405895369887,37.7867342184983,"(37.7867342184983, -122.405895369887)",16007562806363
1511,160075628,WARRANTS,WARRANT ARREST,Tuesday,01/26/2016 12:00:00 AM,18:48,TENDERLOIN,"ARREST, BOOKED",0 Block of OFARRELL ST,-122.405895369887,37.7867342184983,"(37.7867342184983, -122.405895369887)",16007562863010
1512,160075634,TRESPASS,TRESPASSING,Tuesday,01/26/2016 12:00:00 AM,17:43,CENTRAL,NONE,700 Block of UNION ST,-122.412059325975,37.800140039009,"(37.800140039009, -122.412059325975)",16007563427195
1513,160075634,SUSPICIOUS OCC,SUSPICIOUS OCCURRENCE,Tuesday,01/26/2016 12:00:00 AM,17:43,CENTRAL,NONE,700 Block of UNION ST,-122.412059325975,37.800140039009,"(37.800140039009, -122.412059325975)",16007563464070
1514,160075678,ASSAULT,"BATTERY, FORMER SPOUSE OR DATING RELATIONSHIP",Tuesday,01/26/2016 12:00:00 AM,20:40,BAYVIEW,NONE,0 Block of NICHOLS WY,-122.387234795761,37.7194008333885,"(37.7194008333885, -122.387234795761)",16007567804138
1515,160075684,ROBBERY,"ROBBERY, BODILY FORCE",Tuesday,01/26/2016 12:00:00 AM,19:20,INGLESIDE,NONE,1900 Block of ALEMANY BL,-122.439106084948,37.7211277340259,"(37.7211277340259, -122.439106084948)",16007568403074
1516,160075690,LARCENY/THEFT,PETTY THEFT SHOPLIFTING,Tuesday,01/26/2016 12:00:00 AM,21:06,SOUTHERN,NONE,700 Block of MARKET ST,-122.403919148357,37.7871160984672,"(37.7871160984672, -122.403919148357)",16007569006363
1517,160085213,NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Friday,01/29/2016 12:00:00 AM,17:45,TENDERLOIN,EXCEPTIONAL CLEARANCE,300 Block of GOLDEN GATE AV,-122.416351987352,37.7816031438671,"(37.7816031438671, -122.416351987352)",16008521364020
1518,160085229,ASSAULT,AGGRAVATED ASSAULT WITH A DEADLY WEAPON,Friday,01/29/2016 12:00:00 AM,17:48,INGLESIDE,"ARREST, BOOKED",300 Block of HIGHLAND AV,-122.417359895828,37.737129343331,"(37.737129343331, -122.417359895828)",16008522904013
1519,160085229,ASSAULT,FALSE IMPRISONMENT,Friday,01/29/2016 12:00:00 AM,17:48,INGLESIDE,"ARREST, BOOKED",300 Block of HIGHLAND AV,-122.417359895828,37.737129343331,"(37.737129343331, -122.417359895828)",16008522904170
1520,160086904,BURGLARY,"BURGLARY, FORCIBLE ENTRY",Friday,01/29/2016 12:00:00 AM,21:15,INGLESIDE,NONE,4100 Block of MISSION ST,-122.429614852533,37.730269701982,"(37.730269701982, -122.429614852533)",16008690405071
1521,160100156,DRUG/NARCOTIC,POSSESSION OF METH-AMPHETAMINE FOR SALE,Wednesday,02/03/2016 12:00:00 AM,16:30,TENDERLOIN,"ARREST, BOOKED",200 Block of LEAVENWORTH ST,-122.414217804322,37.7832593295025,"(37.7832593295025, -122.414217804322)",16010015616652
1522,160404287,OTHER OFFENSES,LOST/STOLEN LICENSE PLATE,Tuesday,05/17/2016 12:00:00 AM,13:30,PARK,NONE,0 Block of BEIDEMAN ST,-122.438432056177,37.7820904740792,"(37.7820904740792, -122.438432056177)",16040428771010
1523,160347762,NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Thursday,04/28/2016 12:00:00 AM,14:18,NORTHERN,NONE,500 Block of LARKIN ST,-122.417367329727,37.7828626236813,"(37.7828626236813, -122.417367329727)",16034776264020
1524,160426805,OTHER OFFENSES,FALSE PERSONATION TO RECEIVE MONEY OR PROPERTY,Sunday,05/01/2016 12:00:00 AM,12:00,MISSION,NONE,3500 Block of 22ND ST,-122.426050529418,37.7550504632016,"(37.7550504632016, -122.426050529418)",16042680509029
1525,160348469,SUSPICIOUS OCC,SUSPICIOUS PERSON,Thursday,04/28/2016 12:00:00 AM,16:55,CENTRAL,NONE,900 Block of HYDE ST,-122.417044292614,37.7895952774322,"(37.7895952774322, -122.417044292614)",16034846964080
1526,160427392,OTHER OFFENSES,"STAY AWAY ORDER VIOLATION, DV RELATED",Wednesday,05/25/2016 12:00:00 AM,12:40,TARAVAL,"ARREST, BOOKED",QUINTARA ST / 14TH AV,-122.470595847264,37.7488679961125,"(37.7488679961125, -122.470595847264)",16042739215151
1527,160028558,OTHER OFFENSES,RESTRAINING ORDER NOTIFICATION/SERVICE OF RESTRAINING ORDER,Monday,01/11/2016 12:00:00 AM,11:20,TARAVAL,NONE,4200 Block of JUDAH ST,-122.50754748028,37.7604078316909,"(37.7604078316909, -122.50754748028)",16002855815155
1528,160028661,SUSPICIOUS OCC,SUSPICIOUS OCCURRENCE,Monday,01/11/2016 12:00:00 AM,12:45,SOUTHERN,NONE,900 Block of MARKET ST,-122.409536662692,37.7826911213472,"(37.7826911213472, -122.409536662692)",16002866164070
1529,160076535,OTHER OFFENSES,FALSE PERSONATION TO RECEIVE MONEY OR PROPERTY,Friday,01/22/2016 12:00:00 AM,12:00,INGLESIDE,NONE,100 Block of POPE ST,-122.440940005427,37.7132592659067,"(37.7132592659067, -122.440940005427)",16007653509029
1530,160086051,ASSAULT,"AGGRAVATED ASSAULT OF POLICE OFFICER,BODILY FORCE",Friday,01/29/2016 12:00:00 AM,22:25,TENDERLOIN,"ARREST, BOOKED",200 Block of EDDY ST,-122.411800134753,37.7840890366868,"(37.7840890366868, -122.411800134753)",16008605104074
1531,160086051,OTHER OFFENSES,RESISTING ARREST,Friday,01/29/2016 12:00:00 AM,22:25,TENDERLOIN,"ARREST, BOOKED",200 Block of EDDY ST,-122.411800134753,37.7840890366868,"(37.7840890366868, -122.411800134753)",16008605127170
1532,160086067,PROSTITUTION,SOLICITS FOR ACT OF PROSTITUTION,Friday,01/29/2016 12:00:00 AM,22:00,SOUTHERN,"ARREST, BOOKED",100 Block of 3RD ST,-122.400916029025,37.7854574902997,"(37.7854574902997, -122.400916029025)",16008606713060
1533,160100300,VEHICLE THEFT,STOLEN MOTORCYCLE,Monday,02/01/2016 12:00:00 AM,21:00,MISSION,NONE,3900 Block of 20TH ST,-122.429185886645,37.7580751451619,"(37.7580751451619, -122.429185886645)",16010030007023
1534,160100338,VEHICLE THEFT,STOLEN AND RECOVERED VEHICLE,Wednesday,02/03/2016 12:00:00 AM,17:15,TENDERLOIN,NONE,100 Block of TURK ST,-122.411615075408,37.7831614109395,"(37.7831614109395, -122.411615075408)",16010033807020
1535,160076751,ASSAULT,FALSE IMPRISONMENT,Wednesday,01/27/2016 12:00:00 AM,09:00,SOUTHERN,"ARREST, BOOKED",500 Block of MARKET ST,-122.400922955775,37.7897601819924,"(37.7897601819924, -122.400922955775)",16007675104170
1536,160076767,VEHICLE THEFT,STOLEN TRUCK,Tuesday,01/26/2016 12:00:00 AM,17:00,CENTRAL,NONE,2400 Block of HYDE ST,-122.419962043565,37.8040792506178,"(37.8040792506178, -122.419962043565)",16007676707025
1537,160076773,DRUG/NARCOTIC,POSSESSION OF MARIJUANA,Wednesday,01/27/2016 12:00:00 AM,09:04,SOUTHERN,"ARREST, BOOKED",800 Block of BRYANT ST,-122.403404791479,37.775420706711,"(37.775420706711, -122.403404791479)",16007677316010
1538,160076773,WARRANTS,ENROUTE TO OUTSIDE JURISDICTION,Wednesday,01/27/2016 12:00:00 AM,09:04,SOUTHERN,"ARREST, BOOKED",800 Block of BRYANT ST,-122.403404791479,37.775420706711,"(37.775420706711, -122.403404791479)",16007677362050
1539,160076789,LARCENY/THEFT,PETTY THEFT OF PROPERTY,Tuesday,01/26/2016 12:00:00 AM,23:10,INGLESIDE,NONE,3300 Block of MISSION ST,-122.421264331104,37.743584765874,"(37.743584765874, -122.421264331104)",16007678906372
1540,160076789,FRAUD,"CREDIT CARD, THEFT BY USE OF",Tuesday,01/26/2016 12:00:00 AM,23:10,INGLESIDE,NONE,3300 Block of MISSION ST,-122.421264331104,37.743584765874,"(37.743584765874, -122.421264331104)",16007678909320
1541,160076808,OTHER OFFENSES,LOST/STOLEN LICENSE PLATE,Wednesday,01/20/2016 12:00:00 AM,16:00,BAYVIEW,NONE,2000 Block of SILVER AV,-122.399483468572,37.7360581877632,"(37.7360581877632, -122.399483468572)",16007680871010
1542,160076814,OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Wednesday,01/27/2016 12:00:00 AM,09:59,BAYVIEW,"ARREST, BOOKED",3RD ST / LECONTE AV,-122.397480899382,37.7188354421048,"(37.7188354421048, -122.397480899382)",16007681465016
1543,160029073,DRUG/NARCOTIC,POSSESSION OF MARIJUANA,Monday,01/11/2016 12:00:00 AM,15:11,SOUTHERN,"ARREST, BOOKED",900 Block of MARKET ST,-122.408595110869,37.7837069301545,"(37.7837069301545, -122.408595110869)",16002907316010
1544,160029073,WARRANTS,ENROUTE TO OUTSIDE JURISDICTION,Monday,01/11/2016 12:00:00 AM,15:11,SOUTHERN,"ARREST, BOOKED",900 Block of MARKET ST,-122.408595110869,37.7837069301545,"(37.7837069301545, -122.408595110869)",16002907362050
1545,160086465,ASSAULT,AGGRAVATED ASSAULT WITH BODILY FORCE,Saturday,01/30/2016 12:00:00 AM,02:21,CENTRAL,"ARREST, BOOKED",700 Block of BROADWAY ST,-122.409164766852,37.7976146082072,"(37.7976146082072, -122.409164766852)",16008646504014
1546,160086465,ASSAULT,BATTERY,Saturday,01/30/2016 12:00:00 AM,02:21,CENTRAL,"ARREST, BOOKED",700 Block of BROADWAY ST,-122.409164766852,37.7976146082072,"(37.7976146082072, -122.409164766852)",16008646504134
1547,160100689,ASSAULT,AGGRAVATED ASSAULT WITH A GUN,Wednesday,02/03/2016 12:00:00 AM,19:11,BAYVIEW,NONE,1700 Block of 26TH ST,-122.397388947833,37.7511708451997,"(37.7511708451997, -122.397388947833)",16010068904011
1548,160100695,SECONDARY CODES,JUVENILE INVOLVED,Tuesday,02/02/2016 12:00:00 AM,15:54,NORTHERN,NONE,VANNESS AV / EDDY ST,-122.420818330445,37.7828946450912,"(37.7828946450912, -122.420818330445)",16010069515500
1549,160100736,ASSAULT,AGGRAVATED ASSAULT WITH BODILY FORCE,Wednesday,02/03/2016 12:00:00 AM,19:22,SOUTHERN,"ARREST, BOOKED",4TH ST / BERRY ST,-122.393357241451,37.7757876218293,"(37.7757876218293, -122.393357241451)",16010073604014
1550,160100736,WEAPON LAWS,EXHIBITING DEADLY WEAPON IN A THREATING MANNER,Wednesday,02/03/2016 12:00:00 AM,19:22,SOUTHERN,"ARREST, BOOKED",4TH ST / BERRY ST,-122.393357241451,37.7757876218293,"(37.7757876218293, -122.393357241451)",16010073612030
1551,160101198,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Wednesday,02/03/2016 12:00:00 AM,20:15,SOUTHERN,NONE,200 Block of THE EMBARCADEROSOUTH ST,-122.396374439116,37.7980532528058,"(37.7980532528058, -122.396374439116)",16010119806244
1552,160101295,PROSTITUTION,SOLICITS FOR ACT OF PROSTITUTION,Wednesday,02/03/2016 12:00:00 AM,22:50,TENDERLOIN,"ARREST, BOOKED",OFARRELL ST / MASON ST,-122.409686191837,37.7862042105295,"(37.7862042105295, -122.409686191837)",16010129513060
1553,160101314,TRESPASS,TRESPASSING,Wednesday,02/03/2016 12:00:00 AM,22:44,INGLESIDE,"ARREST, BOOKED",5700 Block of MISSION ST,-122.450297197773,37.7095519408421,"(37.7095519408421, -122.450297197773)",16010131427195
1554,160429417,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Wednesday,05/25/2016 12:00:00 AM,22:00,MISSION,NONE,17TH ST / VALENCIA ST,-122.421733767763,37.7632996945938,"(37.7632996945938, -122.421733767763)",16042941706244
1555,160429536,OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Thursday,05/26/2016 12:00:00 AM,02:20,BAYVIEW,"ARREST, BOOKED",BAY SHORE BL / INDUSTRIAL ST,-122.406910767793,37.7379666158769,"(37.7379666158769, -122.406910767793)",16042953665016
1556,160429558,LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Thursday,05/26/2016 12:00:00 AM,02:45,NORTHERN,"ARREST, BOOKED",CLAY ST / FRANKLIN ST,-122.424341362401,37.7919651855589,"(37.7919651855589, -122.424341362401)",16042955806241
1557,160077771,NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Wednesday,01/27/2016 12:00:00 AM,14:44,PARK,NONE,HAIGHT ST / PIERCE ST,-122.433737353557,37.7716875238845,"(37.7716875238845, -122.433737353557)",16007777164020
1558,160077787,NON-CRIMINAL,AIDED CASE,Friday,01/01/2016 12:00:00 AM,12:00,TARAVAL,NONE,2100 Block of 12TH AV,-122.468383576901,37.7485401739221,"(37.7485401739221, -122.468383576901)",16007778751040
1559,160077787,NON-CRIMINAL,LOST PROPERTY,Friday,01/01/2016 12:00:00 AM,12:00,TARAVAL,NONE,2100 Block of 12TH AV,-122.468383576901,37.7485401739221,"(37.7485401739221, -122.468383576901)",16007778771000
1560,160077828,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Wednesday,01/27/2016 12:00:00 AM,13:45,NORTHERN,NONE,SUTTER ST / FILLMORE ST,-122.433274677957,37.7860862387282,"(37.7860862387282, -122.433274677957)",16007782806244
1561,160087435,NON-CRIMINAL,LOST PROPERTY,Saturday,01/30/2016 12:00:00 AM,10:35,INGLESIDE,NONE,400 Block of MURRAY ST,-122.420124604524,37.735413854639,"(37.735413854639, -122.420124604524)",16008743571000
1562,160087441,LARCENY/THEFT,GRAND THEFT PURSESNATCH,Saturday,01/30/2016 12:00:00 AM,12:17,PARK,NONE,500 Block of BAKER ST,-122.441464323255,37.7759700742194,"(37.7759700742194, -122.441464323255)",16008744106134
1563,160087457,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Saturday,01/30/2016 12:00:00 AM,11:00,RICHMOND,NONE,500 Block of JOHNFKENNEDY DR,-122.466204667893,37.7725405391593,"(37.7725405391593, -122.466204667893)",16008745706244
1564,160087463,VEHICLE THEFT,STOLEN AUTOMOBILE,Friday,01/29/2016 12:00:00 AM,20:00,INGLESIDE,UNFOUNDED,400 Block of CONGO ST,-122.441961052113,37.7327368623394,"(37.7327368623394, -122.441961052113)",16008746307021
1565,160029261,NON-CRIMINAL,LOCATED PROPERTY,Monday,01/11/2016 12:00:00 AM,17:03,CENTRAL,NONE,800 Block of CHESTNUT ST,-122.417357825425,37.8032938546353,"(37.8032938546353, -122.417357825425)",16002926173001
1566,160029299,MISSING PERSON,MISSING ADULT,Friday,01/01/2016 12:00:00 AM,17:00,PARK,NONE,500 Block of COLE ST,-122.450242113384,37.7700540212914,"(37.7700540212914, -122.450242113384)",16002929974000
1567,160077834,LARCENY/THEFT,ATTEMPTED AUTO STRIP,Sunday,01/24/2016 12:00:00 AM,21:20,TARAVAL,NONE,1600 Block of 26TH AV,-122.48423713252,37.7566859879871,"(37.7566859879871, -122.48423713252)",16007783406230
1568,160077834,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM OF VEHICLES",Sunday,01/24/2016 12:00:00 AM,21:20,TARAVAL,NONE,1600 Block of 26TH AV,-122.48423713252,37.7566859879871,"(37.7566859879871, -122.48423713252)",16007783428160
1569,160077856,RECOVERED VEHICLE,RECOVERED VEHICLE - STOLEN OUTSIDE SF,Wednesday,01/27/2016 12:00:00 AM,15:19,CENTRAL,NONE,2400 Block of HYDE ST,-122.419962043565,37.8040792506178,"(37.8040792506178, -122.419962043565)",16007785607055
1570,160077862,SUSPICIOUS OCC,SUSPICIOUS OCCURRENCE,Wednesday,01/27/2016 12:00:00 AM,14:07,CENTRAL,NONE,MASON ST / POST ST,-122.410059855891,37.7880825340178,"(37.7880825340178, -122.410059855891)",16007786264070
1571,160087623,SUSPICIOUS OCC,SUSPICIOUS OCCURRENCE,Saturday,01/30/2016 12:00:00 AM,00:01,SOUTHERN,NONE,1000 Block of FOLSOM ST,-122.405834032593,37.778254811523,"(37.778254811523, -122.405834032593)",16008762364070
1572,160087639,DRUG/NARCOTIC,POSSESSION OF MARIJUANA FOR SALES,Saturday,01/30/2016 12:00:00 AM,13:36,PARK,"ARREST, BOOKED",COLE ST / HAIGHT ST,-122.450709919144,37.7695262270693,"(37.7695262270693, -122.450709919144)",16008763916030
1573,160087673,NON-CRIMINAL,FOUND PROPERTY,Saturday,01/30/2016 12:00:00 AM,09:00,SOUTHERN,NONE,0 Block of MARKET ST,-122.395097774181,37.7940590485562,"(37.7940590485562, -122.395097774181)",16008767372000
1574,160087689,LARCENY/THEFT,PETTY THEFT SHOPLIFTING,Saturday,01/30/2016 12:00:00 AM,13:05,MISSION,"ARREST, BOOKED",2600 Block of MISSION ST,-122.418738265772,37.7546172382083,"(37.7546172382083, -122.418738265772)",16008768906361
1575,160102174,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Wednesday,02/03/2016 12:00:00 AM,18:30,SOUTHERN,NONE,BRYANT ST / 5TH ST,-122.400302421513,37.7777992290419,"(37.7777992290419, -122.400302421513)",16010217406244
1576,160432175,SUSPICIOUS OCC,SUSPICIOUS ACT TOWARDS FEMALE,Thursday,05/26/2016 12:00:00 AM,21:53,SOUTHERN,NONE,1300 Block of MARKET ST,-122.416818891994,37.7769362014881,"(37.7769362014881, -122.416818891994)",16043217564060
1577,160078296,MISSING PERSON,FOUND PERSON,Wednesday,01/27/2016 12:00:00 AM,15:30,SOUTHERN,"ARREST, BOOKED",800 Block of MARKET ST,-122.407633520742,37.7841893501425,"(37.7841893501425, -122.407633520742)",16007829675000
1578,160078309,ASSAULT,BATTERY,Tuesday,01/26/2016 12:00:00 AM,17:45,SOUTHERN,UNFOUNDED,100 Block of OTIS ST,-122.420303482492,37.770896885856,"(37.770896885856, -122.420303482492)",16007830904134
1579,160088176,NON-CRIMINAL,"AIDED CASE, DOG BITE",Monday,01/18/2016 12:00:00 AM,12:30,TARAVAL,NONE,500 Block of SKYLINEBLVD HY,-122.501672435074,37.7220245230248,"(37.7220245230248, -122.501672435074)",16008817664010
1580,160088182,NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Saturday,01/30/2016 12:00:00 AM,16:29,MISSION,NONE,1700 Block of HARRISON ST,-122.413354187018,37.7690748003847,"(37.7690748003847, -122.413354187018)",16008818264020
1581,160103031,NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Thursday,02/04/2016 12:00:00 AM,13:43,PARK,NONE,1500 Block of HAIGHT ST,-122.447783070559,37.7699549503465,"(37.7699549503465, -122.447783070559)",16010303164020
1582,160103047,ASSAULT,BATTERY,Thursday,02/04/2016 12:00:00 AM,13:40,MISSION,"ARREST, BOOKED",200 Block of DUBOCE AV,-122.425469267279,37.7697364666076,"(37.7697364666076, -122.425469267279)",16010304704134
1583,160103047,WARRANTS,ENROUTE TO ADULT AUTHORITY,Thursday,02/04/2016 12:00:00 AM,13:40,MISSION,"ARREST, BOOKED",200 Block of DUBOCE AV,-122.425469267279,37.7697364666076,"(37.7697364666076, -122.425469267279)",16010304762060
1584,160103069,OTHER OFFENSES,MISCELLANEOUS INVESTIGATION,Thursday,02/04/2016 12:00:00 AM,13:57,SOUTHERN,UNFOUNDED,MARKET ST / MAIN ST,-122.396305356237,37.7932572003309,"(37.7932572003309, -122.396305356237)",16010306968020
1585,160029512,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM OF VEHICLES",Monday,01/11/2016 12:00:00 AM,16:51,BAYVIEW,NONE,1300 Block of EVANS AV,-122.38293285252,37.7397330227985,"(37.7397330227985, -122.38293285252)",16002951228160
1586,160029534,NON-CRIMINAL,FOUND PROPERTY,Monday,01/11/2016 12:00:00 AM,18:14,SOUTHERN,NONE,800 Block of BRANNAN ST,-122.404385042303,37.7721958190345,"(37.7721958190345, -122.404385042303)",16002953472000
1587,160029540,NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Monday,01/11/2016 12:00:00 AM,17:30,TARAVAL,NONE,2500 Block of 38TH AV,-122.495921855843,37.7393348874931,"(37.7393348874931, -122.495921855843)",16002954064020
1588,160029562,VEHICLE THEFT,STOLEN AUTOMOBILE,Sunday,01/10/2016 12:00:00 AM,20:00,TARAVAL,NONE,300 Block of HEAD ST,-122.464462764733,37.7136138852153,"(37.7136138852153, -122.464462764733)",16002956207021
1589,160029578,LARCENY/THEFT,GRAND THEFT FROM A BUILDING,Monday,01/11/2016 12:00:00 AM,18:05,CENTRAL,NONE,600 Block of BROADWAY ST,-122.407822401083,37.7976687725776,"(37.7976687725776, -122.407822401083)",16002957806304
1590,160029603,SUSPICIOUS OCC,SUSPICIOUS OCCURRENCE,Monday,01/04/2016 12:00:00 AM,12:00,CENTRAL,NONE,900 Block of HYDE ST,-122.417044292614,37.7895952774322,"(37.7895952774322, -122.417044292614)",16002960364070
1591,160029603,MISSING PERSON,FOUND PERSON,Monday,01/04/2016 12:00:00 AM,12:00,CENTRAL,NONE,900 Block of HYDE ST,-122.417044292614,37.7895952774322,"(37.7895952774322, -122.417044292614)",16002960375000
1592,160088596,ASSAULT,BATTERY,Saturday,01/30/2016 12:00:00 AM,18:46,INGLESIDE,"ARREST, BOOKED",900 Block of GENEVA AV,-122.440593031551,37.7163046735122,"(37.7163046735122, -122.440593031551)",16008859604134
